"Key","Publication Year","Author","Title","Series","Manual Tags"
"UZ4MN9LU","2020","M. Rocha, Guilherme; L. Capelo, Piero; D. A. Ciferri, Cristina","Healthcare Decision-Making Over a Geographic, Socioeconomic, and Image Data Warehouse","ECDL-TPDL","healthcare; healthcare decision-making; image data; semantic queries; SimSparkOLAP"
"I7E6G2HT","2020","Angioni, Simone; A. Salatino, Angelo; Osborne, Francesco; Reforgiato Recupero, Diego; Motta, Enrico","Integrating Knowledge Graphs for Analysing Academia and Industry Dynamics","ECDL-TPDL","AIDA; DBpedia; DynAmics; knowledge graphs"
"DIYTSBRY","2020","Bernard, Nolwenn; Weber, Jonathan; Forestier, Germain; Hassenforder, Michel; Latard, Bastien","Knowledge-Based Categorization of Scientific Articles for Similarity Predictions","ECDL-TPDL","information retrieval; knowledge base; word2vec"
"NUQUART6","2020","Lehenmeier, Constantin; Burghardt, Manuel; Mischka, Bernadette","Layout Detection and Table Recognition – Recent Challenges in Digitizing Historical Documents and Handwritten Tabular Data","ECDL-TPDL","digitization; handwritten tabular records; historical documents; layout; Regensburg; weatherdata"
"UZVWS8CX","2020","Chronis, Pantelis; Skoutas, Dimitrios; Athanasiou, Spiros; Skiadopoulos, Spiros","Link Prediction in Bibliographic Networks","ECDL-TPDL","algorithms; bibliographic networks; link prediction"
"Y6VP28B7","2020","Fernandes, Miguel; Rodrigues, Joana; Teixeira Lopes, Carla","Management of Research Data in Image Format: An Exploratory Study on Current Practices","ECDL-TPDL","data management; FAIR; image format; questionnaire; research data; research data management plan; study"
"JZBFHMCH","2020","Amavi, Joshua; Halfeld Ferrari, Mirian; Hiot, Nicolas","Natural Language Querying System Through Entity Enrichment","ECDL-TPDL","database queries; domain expert; entity enrichment; interface; natural language; query system"
"PBP3DSLU","2020","Lin, Jian; Xie, Dongming","OMProv: Provenance Mechanism for Objects in Deep Learning","ECDL-TPDL","deep learning; OMProv; provenance mechanism; version inference; weighted directed acyclic graph; workflows"
"6AH4ZQU8","2020","Klein, Martin; Balakireva, Lyudmila","On the Persistence of Persistent Identifiers of the Scholarly Web","ECDL-TPDL","dereferencing; DOI; persistence; scholarly communication"
"FB7VG2F7","2020","Bocyte, Rasa; Oomen, Johan; Nixon, Lyndon; Scharl, Arno","Online News Monitoring for Enhanced Reuse of Audiovisual Archives","ECDL-TPDL","audiovisual; demo; monitoring; news"
"8FF3LELU","2020","Say, Zeynep; Fathalla, Said; Vahdati, Sahar; Lehmann, Jens; Auer, Sören","Ontology Design for Pharmaceutical Research Outcomes","ECDL-TPDL","knowledge fragments; model; ontology design; pharmaceutics; PharmSci; scholarly communication; scholarly publishing"
"TMKFSTN5","2020","Aryani, Amir; Fenner, Martin; Manghi, Paolo; Mannocci, Andrea; Stocker, Markus","Open Science Graphs Must Interoperate!","ECDL-TPDL","API; FAIR; graph representations; open access; open science graphs; Scientific Knowledge Graphs"
"4MVGJQRH","2020","Papastefanatos, George; Papadopoulou, Elli; Meimaris, Marios; Lempesis, Antonis; Martziou, Stefania; Manghi, Paolo","Open Science Observatory: Monitoring Open Science in Europe","ECDL-TPDL","e-Infrastructure; open science; open science observatory; OpenAIRE"
"N275RSYV","2020","Leblanc, Elina","Participatory Indexing in the Eyes of Its Potential Users: An Example of a Co-design of Participatory Services in an Academic Digital Library","ECDL-TPDL","controlled vocabularies; descriptors; indexing; parcipatory indexing"
"ESGCLXR7","2020","Oncevay, Arturo; Sobrevilla, Marco; Alatrista-Salas, Hugo; Melgar, Andrés","Public Riots in Twitter: Domain-Based Event Filtering During Civil Unrest","ECDL-TPDL","study; temporal clustering; twitter"
"CQQUKHPR","2020","Yaser Jaradeh, Mohamad; Stocker, Markus; Auer, Sören","Question Answering on Scholarly Knowledge Graphs","ECDL-TPDL","BERT; cholarly knowledge graphs; JarvisQA; natural language questions"
"JNHNQGCM","2020","Medeiros, Ciro; Costa, Umberto; Grigorev, Semyon; A. Musicante, Martin","Recursive Expressions for SPARQL Property Paths","ECDL-TPDL","operators; recursive expressions; regular expressions; SPARQL"
"XT4GYZH6","2020","Brack, Arthur; Hoppe, Anett; Stocker, Markus; Auer, Sören; Ewerth, Ralph","Requirements Analysis for an Open Research Knowledge Graph","ECDL-TPDL","knowledge graph; open research; open research knowledge graph; reproducibility; state of the art"
"8PQPRR33","2020","Stoupas, Georgios; Sidiropoulos, Antonis; Katsaros, Dimitrios; Manolopoulos, Yannis","Skyline-Based University Rankings","ECDL-TPDL","equivalence classes; method; Microsoft Academic; university rankings"
"HI3W8K3C","2020","Siddiqur Rahman, Md","Supervised Machine Learning Model to Help Controllers Solving Aircraft Conflicts","ECDL-TPDL","aircraft conflicts; CR-DNN; deep neural network; machine learning; model"
"375YTJPA","2020","Hajdu, László; Krész, Miklós","Temporal Network Analytics for Fraud Detection in the Banking Sector","ECDL-TPDL","banking sector; case study; fraud detection; temporal network"
"GHQ2J9ZU","2020","Ramos-Gutiérrez, Belén; Parody, Luisa; Teresa Gómez-López, María","Towards the Detection of Promising Processes by Analysing the Relational Data","ECDL-TPDL","business process; method; process detection; relational databases; trace log"
"KECKYTZF","2020","Bogaard, Tessel; Wielemaker, Jan; Hollink, Laura; Hardman, Lynda; van Ossenbruggen, Jacco","Understanding User Behavior in Digital Libraries Using the MAGUS Session Visualization Tool","ECDL-TPDL","augmented graphs; bibliographic metadata; MAGUS; metadata; searches; visualization; visualization tool"
"29S4M7YE","2020","Vergoulis, Thanasis; Chatzopoulos, Serafeim; Dalamagas, Theodore; Tryfonopoulos, Christos","VeTo: Expert Set Expansion in Academia","ECDL-TPDL","graph analysis; method; publishing habits; scholarly knowledge graphs; VeTo"
"42BWFVVP","2020","Han, Kanyao; Yang, Pingjing; Mishra, Shubhanshu; Diesner, Jana","WikiCSSH: Extracting Computer Science Subject Headings from Wikipedia","ECDL-TPDL","computer science; disambiguation; machine learning; subject headings; vocabulary; WikiCSSH"
"LJW327LY","2020","Eidizadehakhcheloo, Sanaz; Alipour Pijani, Bizhan; Imine, Abdessamad; Rusinowitch, Michaël","Your Age Revealed by Facebook Picture Metadata","ECDL-TPDL","age inference attacks; Facebook; picture metadata"
"FWLP7UTQ","2021","Bernard, Guillaume; Suire, Cyrille; Faucher, Cyril; Doucet, Antoine","A Comprehensive Extraction of Relevant Real-World-Event Qualifiers for Semantic Search Engines","ECDL-TPDL","qualifiers; real world event; semantic search engines; tool; Wikidata"
"FP5C39SH","2021","M. Ngo, Vuong; Munnelly, Gary; Orlandi, Fabrizio; Crooks, Peter; O’Sullivan, Declan; Conlan, Owen","A Semantic Search Engine for Historical Handwritten Document Images","ECDL-TPDL","images; model; named entity recognition; semantic search engine; textual representation"
"2A4WS79U","2021","Jiang, Xiaorui","An Empirical Study of Span Modeling in Science NER","ECDL-TPDL","named entity recognition; NER; span modeling; study"
"GHCVU9C7","2021","Kumar, Amit; Spaniol, Marc","AnnoTag: Concise Content Annotation via LOD Tags derived from Entity-Level Analytics","ECDL-TPDL","AnnoTag; annotation; classification; LOD; LOD tags"
"DBTDHFK6","2021","Marrero, Mónica; Isaac, Antoine; Freire, Nuno","Automatic Translation and Multilingual Cultural Heritage Retrieval: A Case Study with Transcriptions in Europeana","ECDL-TPDL","automatic translation; case study; cultural heritage; Europeana; transcriptions"
"7X4TMMR5","2021","Giessl, Julian; Gieschke, Rafael; Rechert, Klaus; Cochrane, Euan","Automating the Selection of Emulated Rendering Environments for Born-Digital Data-Sets","ECDL-TPDL","co-occurrence; emulation; file formats"
"NCQRFWM8","2021","Brack, Arthur; Hoppe, Anett; Ewerth, Ralph","Citation Recommendation for Research Papers via Knowledge Graphs","ECDL-TPDL","citation recommendaton; knowledge graphs; research knowledge graphs"
"RWHZFBTC","2021","Walsh, David; Clough, Paul; Michael Hall, Mark; Hopfgartner, Frank; Foster, Jonathan","Clustering and Classifying Users from the National Museums Liverpool Website","ECDL-TPDL","classification; clustering; Liverpool; machine learning; museums; user survey"
"QZ4S58UL","2021","Mile Rudan, Sasha; Rudan, Sinisha; Kelbert, Eugenia; Sagic, Andrija; Kovacevic, Lazar; Reynolds, Matthew","Colabo.Space - Participatory Platform for Evolving Research and Publishing Workflows","ECDL-TPDL","Colabo.Space; ecosystem; research projects"
"YDIMNVIG","2021","Bogaard, Tessel; Bilgin, Aysenur; Wielemaker, Jan; Hollink, Laura; Ribbens, Kees; van Ossenbruggen, Jacco","Comparing Methods for Finding Search Sessions on a Specified Topic: A Double Case Study","ECDL-TPDL","case study; digital humanities; methods; search session; topic representation"
"FGLN8S2M","2021","Alec, Céline; Manguin, Jean-Luc; Spaniol, Marc","FETD 2 : A Framework for Enabling Textual Data Denoising via Robust Contextual Embeddings","ECDL-TPDL","denoising; digital preservation; digitization; FETD2; framework; textual data"
"IKCKVBLM","2021","Faria Araújo, Marta; Teixeira Lopes, Carla","How Can an Archive Be Characterized?","ECDL-TPDL","archive; systematic review"
"5HJCI36K","2021","Liu, Rui; McKay, Dana; Buchanan, George","Humanities Scholars and Digital Humanities Projects: Practice Barriers in Tools Usage","ECDL-TPDL","digital humanities; SLR; software tools"
"HM7SAUSX","2021","Hammarström, Harald","Inventory and Content Separation in Grammatical Descriptions of Languages of the World","ECDL-TPDL","bibliometrics; content separation; formatting cues; grammatical descriptions; linguistics; page classification"
"9U66X7ZT","2021","Heidari, Golsa; Ramadan, Ahmad; Stocker, Markus; Auer, Sören","Leveraging a Federation of Knowledge Graphs to Improve Faceted Search in Digital Libraries","ECDL-TPDL","dynamic facets; faced search; knowledge graphs; methodology; scholarly knowledge graph; search queries"
"CKX4FYDX","2021","Bourguet, Jean-Rémi; Silva, Wesley; de Oliveira, Elias","Minimalist Fitted Bayesian Classifier-Based on Likelihood Estimations and Bag-of-Words","ECDL-TPDL","autonomous agents; bag-of-words; Bayesian Classifier; big data; Brazil; semantic annotations"
"PMNQD5EC","2021","Cuper, Mirjam","Researching Pandemics Through Time: A Covid-19 Inspired Data-Driven Approach to Explore Historical Newspapers","ECDL-TPDL","covid-19; data selection process; data-driven demonstration; historical newspapers; KB; pandemics"
"HBJTISGK","2021","Bocyte, Rasa; Oomen, Johan; Truyen, Fred","Self-assessment and Monitoring of CHI Performance in Digital Transformation","ECDL-TPDL","CHI; cultural heritage institutions; digital transformation; Self-Assessment Tool"
"A6HLJ4ZW","2021","Kumar, Amit; Spaniol, Marc","Semantic Tagging via Entity-Level Analytics: Assessment of Concise Content Tagging","ECDL-TPDL","digital curation; entity-level analytics; entity-level annotation; LOD; semantic tagging; tagging"
"K3I7Y2RH","2021","Oelen, Allard; Stocker, Markus; Auer, Sören","SmartReviews: Towards Human- and Machine-Actionable Reviews","ECDL-TPDL","knowledge graphs; machine-actionable articles; review articles; review methods; SmartReview"
"T26UBPQW","2021","Bajpai, Devansh; Ranjan Singh, Rishi","Temporal Analysis of Worldwide War","ECDL-TPDL","temporal analysis; temporal multi-graph; terrorism; terrorist encounters; war"
"UDTPQJEG","2021","Marciniak, Małgorzata; Mykowiecka, Agnieszka; Rychlik, Piotr","Terminology/Keyphrase Extraction for Creation of Book Indexes in Polish","ECDL-TPDL","book indexes; keyphrase extraction; Polish; terminology extraction"
"IRUGS38K","2021","Mutuvi, Stephen; Boros, Emanuela; Doucet, Antoine; Lejeune, Gaël; Jatowt, Adam; Odeo, Moses","Token-Level Multilingual Epidemic Dataset for Event Extraction","ECDL-TPDL","epidemic dataset; event extraction"
"QQPFKQ6H","2021","Pustu-Iren, Kader; Müller-Budack, Eric; Hakimov, Sherzod; Ewerth, Ralph","Visualizing Copyright-Protected Video Archive Content Through Similarity Search","ECDL-TPDL","copyright protection; media archives; person recognition; visual similarity"
"T9UQNPFY","2021","Buchanan, George; McKay, Dana; Bainbridge, David","What’s Data Got to Do with It? An Agenda for a New Generation of Digital Libraries","ECDL-TPDL","data digital libraries systems; digital library theory"
"AW6XK3VD","2021","Aturban, Mohamed; L. Nelson, Michael; C. Weigle, Michele","Where Did the Web Archive Go?","ECDL-TPDL","longitudinal investigation; Memento; mementos; web archive"
"RSPMJZRS","2022","Mabe, Abby; L. Nelson, Michael; C. Weigle, Michele","A Chromium-Based Memento-Aware Web Browser","ECDL-TPDL","bookmarks; memento; proof-of-concept; web archiving"
"85SJP72K","2022","Alchokr, Rand; Krüger, Jacob; Shakeel, Yusra; Saake, Gunter; Leich, Thomas","A Closer Look into Collaborative Publishing at Software-Engineering Conferences","ECDL-TPDL","collaborations; collaborative publishing; computer science; software-engineering conferences"
"CFTVPI6N","2022","Vardakis, Georgios; Maria Di Nunzio, Giorgio","A Methodology for the Management of Contact Languages Data. The Case Study of the Jews of Corfu","ECDL-TPDL","computational linguistics; contact languages; Corfiot Jews; Corfioto; Corfu; grammatical categories; multilingual settings; syntactic features"
"99Z8Z8BE","2022","Muzzupappa, Silvia; Maria Di Nunzio, Giorgio","A Study of the Grammacographical Textual Genre Across Time","ECDL-TPDL","grammaticographical textual genre; spanish grammars; study"
"GUBE5PM2","2022","Jose Herrera-Murillo, Dagoberto; Aziz, Abdul; Nogueras-Iso, Javier; J. Lopez-Pellicer, Francisco","Analysing User Involvement in Open Government Data Initiatives","ECDL-TPDL","classification; clustering; data reuse; Europe; factor analysis; impact; Open Government Data; Twitter"
"KEU3Y2ZA","2022","Kikkawa, Jiro; Takaku, Masao; Yoshikane, Fuyuki","Analysis of the Deletions of DOIs: What Factors Undermine Their Persistence and to What Extent?","ECDL-TPDL","altmetrics; bibliometrics; deletion; Digital Object Identifiers; DOI"
"DRJRHA5S","2022","Alby, Tom; Jäschke, Robert","Analyzing the Web: Are Top Websites Lists a Good Choice for Research?","ECDL-TPDL","Common Crawl; frequently visited websites; heuristic-driven; host-level web graph"
"QBYRQEVZ","2022","Peterhans, Simon; Sauter, Loris; Spiess, Florian; Schuldt, Heiko","Automatic Generation of Coherent Image Galleries in Virtual Reality","ECDL-TPDL","Basel Historical Museum; Self-Organizing Maps; SOM; virtual reality; VIRTUE"
"Z6X2UZPI","2022","Bernasconi, Eleonora; Ceriani, Miguel; Mecella, Massimo; Morvillo, Alberto","Automatic Knowledge Extraction from a Digital Library and Collaborative Validation","ECDL-TPDL","AI; digital humanities; entity linking; entity recognition; information extraction; knowledge extraction; knowledge graphs; semantic exploration; snippet"
"8K22JM99","2022","Entrup, Elias; Eppelin, Anita; Ewerth, Ralph; Hartwig, Josephine; Tullney, Marco; Wohlgemuth, Michael; Hoppe, Anett","B!SON: A Tool for Open Access Journal Recommendation","ECDL-TPDL","B!SON; germany; open access journal; open data; Predatory Publishers; recommendation quality; scientific libraries"
"S6Y5CIY2","2022","Kumar Bharti, Prabhat; Ghosal, Tirthankar; Agarwal, Mayank; Ekbal, Asif","BetterPR: A Dataset for Estimating the Constructiveness of Peer Review Comments","ECDL-TPDL","annotation scheme; BetterPR; constructive peer reviews; dataset; manually annotated dataset; peer review; review comments"
"SRIQUAVP","2022","Hyvönen, Eero; Ahola, Annastiina; Ikkala, Esko","BookSampo Fiction Literature Knowledge Graph Revisited: Building a Faceted Search Interface with Seamlessly Integrated Data-Analytic Tools","ECDL-TPDL","BookSampo; BookSampo UI; data-analytic tools; digital humanities; faceted semantic search; Finland; knowledge graph; linked web; Sampo; Sampo Model; Sampo-UI framework; semantic web; SPARQL; user interface"
